Age,Gender,EducationBackground,MaritalStatus,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating,EmpDepartment_Freq,EmpJobRole_Freq
35,1,4,1,2,16,3,1,84,4,1,2,0,0,13,3,6,5,3,5,4,0.0,3,0,3,0.30083333333333334,0.19666666666666666
31,1,5,0,2,26,1,1,31,3,1,3,1,0,17,4,5,1,2,5,2,1.6094379124341003,3,0,2,0.30083333333333334,0.19666666666666666
34,1,4,0,2,19,2,2,93,3,1,4,0,0,11,3,3,2,3,2,2,0.6931471805599453,2,0,2,0.30083333333333334,0.043333333333333335
28,1,5,2,2,24,3,3,50,2,1,3,5,1,14,2,6,4,3,4,2,0.0,3,1,3,0.30083333333333334,0.19666666666666666
29,0,5,0,2,21,4,2,51,4,3,1,1,0,11,3,10,1,3,10,9,2.1972245773362196,8,0,2,0.30083333333333334,0.043333333333333335
22,1,4,0,0,16,2,4,96,4,1,4,1,1,13,2,1,2,2,1,0,0.0,0,0,3,0.30083333333333334,0.043333333333333335
53,0,5,1,2,2,4,1,78,2,4,4,2,0,16,3,28,3,3,20,8,1.3862943611198906,7,0,2,0.31083333333333335,0.0425
38,1,5,2,2,2,3,4,45,3,1,4,5,1,11,3,6,3,3,3,2,0.6931471805599453,2,0,3,0.30083333333333334,0.19666666666666666
24,0,1,0,0,11,2,1,96,4,2,3,0,0,18,4,5,5,2,4,2,0.6931471805599453,3,0,3,0.30083333333333334,0.19666666666666666
34,0,5,2,2,7,4,1,53,3,3,2,0,0,11,3,13,4,3,12,6,1.0986122886681098,10,0,3,0.30083333333333334,0.19666666666666666
34,1,4,2,2,6,1,2,83,3,1,1,2,0,11,3,8,2,3,4,2,0.6931471805599453,3,1,3,0.30083333333333334,0.19666666666666666
53,0,1,0,2,5,3,3,58,3,5,3,4,0,11,4,26,3,2,14,11,1.6094379124341003,8,0,3,0.30083333333333334,0.043333333333333335
32,0,5,2,1,16,1,2,72,1,1,1,1,1,22,2,10,5,3,10,2,1.9459101490553132,7,1,3,0.30083333333333334,0.043333333333333335
42,1,3,1,2,8,4,3,48,3,2,2,0,0,11,4,10,2,3,9,7,1.6094379124341003,2,0,3,0.31083333333333335,0.225
44,0,4,1,2,7,4,1,42,2,3,4,3,0,14,4,24,4,3,20,6,1.791759469228055,10,0,3,0.30083333333333334,0.19666666666666666
46,0,3,2,2,2,4,2,83,3,5,1,3,0,12,4,22,2,2,2,2,1.0986122886681098,1,0,2,0.31083333333333335,0.0425
33,1,4,2,2,2,3,3,78,3,1,4,4,0,11,4,7,3,3,1,1,0.0,0,0,3,0.30083333333333334,0.19666666666666666
44,1,1,1,2,10,4,4,41,3,2,4,2,1,13,4,9,5,4,4,2,0.6931471805599453,3,0,3,0.30083333333333334,0.005833333333333334
24,1,4,1,2,1,3,2,61,3,1,4,2,1,16,1,6,2,2,2,0,1.0986122886681098,0,1,3,0.30083333333333334,0.19666666666666666
43,0,4,0,2,2,2,4,72,4,1,3,1,0,12,4,6,3,2,5,3,0.6931471805599453,4,0,3,0.30083333333333334,0.005833333333333334
50,1,3,1,2,3,2,1,86,2,1,3,1,1,14,3,3,2,3,3,2,0.0,2,1,3,0.31083333333333335,0.0575
35,0,3,1,2,2,3,4,97,3,1,4,1,0,13,1,2,3,3,2,2,1.0986122886681098,2,0,3,0.31083333333333335,0.0575
36,0,5,1,2,5,4,2,82,2,1,1,8,1,14,4,6,3,4,1,1,0.0,0,0,3,0.30083333333333334,0.19666666666666666
33,0,5,1,1,1,3,3,42,4,2,1,2,0,19,1,10,3,3,5,3,0.6931471805599453,3,0,3,0.31083333333333335,0.225
35,1,1,0,2,4,2,3,75,3,1,4,1,0,12,3,1,3,3,1,0,0.0,0,0,3,0.30083333333333334,0.19666666666666666
27,0,5,0,2,2,4,4,33,3,1,1,1,0,13,4,1,6,3,1,0,0.0,0,0,3,0.30083333333333334,0.005833333333333334
26,1,5,2,2,25,3,1,48,1,1,3,1,0,12,3,1,2,2,1,0,0.0,1,1,3,0.30083333333333334,0.005833333333333334
27,1,5,2,1,8,3,4,37,3,3,3,1,0,15,4,9,0,3,9,8,0.6931471805599453,7,0,3,0.31083333333333335,0.225
30,0,4,2,1,1,2,3,58,3,2,4,1,0,23,4,12,2,3,12,8,1.3862943611198906,7,0,4,0.30083333333333334,0.19666666666666666
34,1,3,2,0,23,4,2,72,3,2,3,0,0,20,3,10,2,3,9,5,2.1972245773362196,7,0,2,0.31083333333333335,0.225
37,1,5,1,2,19,2,2,73,3,1,2,4,0,21,1,8,1,3,1,0,0.0,0,0,4,0.30083333333333334,0.19666666666666666
46,1,3,2,1,5,4,1,98,3,2,4,4,1,21,3,14,4,3,9,6,0.0,8,0,3,0.31083333333333335,0.225
35,1,5,1,2,8,1,4,36,4,1,4,1,0,19,4,1,2,3,1,0,0.0,1,0,3,0.30083333333333334,0.005833333333333334
48,1,5,2,2,1,2,1,98,2,3,3,8,1,13,4,23,2,3,1,0,0.0,0,1,3,0.30083333333333334,0.19666666666666666
28,1,2,2,2,5,4,3,50,3,1,3,1,1,13,3,2,3,2,2,2,1.0986122886681098,2,1,3,0.30083333333333334,0.005833333333333334
44,0,3,0,2,1,5,2,75,3,2,1,5,1,21,3,9,2,2,4,3,0.6931471805599453,3,0,2,0.31083333333333335,0.225
35,1,4,1,0,11,2,3,79,2,3,1,2,1,13,3,10,3,3,4,0,1.0986122886681098,3,0,3,0.30083333333333334,0.005833333333333334
26,0,3,1,2,23,3,3,47,2,2,4,7,1,19,3,5,2,2,2,2,0.0,0,0,3,0.31083333333333335,0.225
33,0,5,2,1,1,2,1,98,3,3,4,1,1,12,3,15,1,3,15,11,2.1972245773362196,10,0,2,0.30083333333333334,0.19666666666666666
35,1,5,1,1,18,5,2,71,3,3,1,1,0,22,4,9,3,2,9,8,0.6931471805599453,8,0,2,0.31083333333333335,0.225
35,0,4,1,2,23,4,3,30,3,1,1,3,1,15,3,4,3,3,2,2,1.0986122886681098,2,0,3,0.30083333333333334,0.013333333333333334
31,1,5,0,2,7,4,4,48,3,2,4,3,0,22,4,10,3,2,7,7,0.6931471805599453,7,0,4,0.30083333333333334,0.19666666666666666
37,1,5,0,2,1,4,1,51,2,2,3,1,0,18,3,7,2,4,7,5,0.0,7,0,3,0.30083333333333334,0.013333333333333334
32,1,4,1,2,1,3,1,33,3,2,4,1,1,22,2,9,3,3,9,8,2.0794415416798357,8,0,3,0.30083333333333334,0.19666666666666666
38,0,5,2,1,29,5,4,50,3,2,4,1,0,11,4,10,2,3,10,3,2.302585092994046,9,0,3,0.30083333333333334,0.19666666666666666
50,0,4,0,2,7,2,2,43,2,5,3,5,1,12,4,28,2,2,20,3,2.3978952727983707,8,0,3,0.30083333333333334,0.19666666666666666
59,0,5,2,2,25,3,1,99,3,3,1,7,0,11,4,28,3,2,20,11,2.0794415416798357,9,0,2,0.31083333333333335,0.225
36,0,2,0,2,8,3,3,59,3,3,3,1,0,13,2,17,2,3,17,11,2.3978952727983707,8,0,3,0.30083333333333334,0.013333333333333334
36,1,5,2,1,11,3,2,95,2,2,2,1,0,13,3,6,3,3,6,5,0.0,3,0,4,0.30083333333333334,0.013333333333333334
45,1,5,0,2,7,3,2,59,3,3,1,2,0,17,3,25,2,3,1,0,0.0,0,0,3,0.30083333333333334,0.013333333333333334
35,1,4,1,1,1,3,2,79,3,1,1,4,0,13,4,5,2,2,3,2,0.6931471805599453,2,0,3,0.30083333333333334,0.19666666666666666
36,1,4,1,2,9,3,4,79,2,1,3,0,1,17,1,2,0,2,1,0,0.0,0,1,3,0.30083333333333334,0.19666666666666666
29,1,5,1,2,2,3,3,76,3,1,2,0,0,23,4,6,3,3,5,4,0.0,4,0,4,0.30083333333333334,0.013333333333333334
31,1,4,2,2,1,4,3,87,3,1,2,1,0,17,2,1,4,3,1,1,0.6931471805599453,0,0,3,0.30083333333333334,0.013333333333333334
32,1,5,1,2,1,3,2,66,3,2,2,1,0,17,2,10,3,3,10,4,0.0,9,0,3,0.30083333333333334,0.19666666666666666
36,0,5,1,2,6,3,2,55,4,1,4,3,0,12,2,5,3,3,1,0,0.0,0,0,3,0.30083333333333334,0.19666666666666666
31,0,5,2,2,8,4,3,61,3,2,4,1,0,23,4,11,2,3,11,7,0.6931471805599453,8,0,4,0.30083333333333334,0.19666666666666666
35,1,3,2,2,1,4,3,32,2,2,1,0,0,14,2,16,2,3,15,11,1.0986122886681098,8,0,3,0.31083333333333335,0.225
46,1,4,0,2,5,2,2,80,3,2,2,8,1,22,4,16,2,3,4,2,0.0,2,0,3,0.045,0.0375
30,1,5,1,2,1,1,4,55,2,2,4,1,1,12,3,10,1,2,10,8,1.3862943611198906,0,0,3,0.30083333333333334,0.19666666666666666
35,1,4,2,2,1,3,2,30,2,1,3,1,0,18,1,6,3,3,6,4,0.0,4,0,3,0.30083333333333334,0.013333333333333334
55,1,5,1,2,1,2,1,70,3,3,4,3,0,14,4,24,4,3,1,0,0.6931471805599453,0,0,3,0.31083333333333335,0.225
38,0,4,0,0,6,3,2,79,1,2,4,7,1,12,4,17,3,3,13,11,0.6931471805599453,9,0,3,0.30083333333333334,0.19666666666666666
34,1,4,1,2,1,2,1,94,3,2,2,1,0,15,3,5,2,3,5,2,0.6931471805599453,3,0,3,0.30083333333333334,0.013333333333333334
23,1,2,0,2,2,1,3,62,3,1,1,3,0,13,3,3,3,3,1,0,0.0,0,0,3,0.31083333333333335,0.0575
30,1,5,1,2,2,3,3,99,2,2,4,1,0,19,1,11,3,3,11,10,2.3978952727983707,8,0,3,0.30083333333333334,0.19666666666666666
46,1,4,2,2,9,2,3,64,2,3,4,1,0,16,4,9,3,3,9,8,1.6094379124341003,7,1,3,0.31083333333333335,0.225
40,1,5,1,1,1,4,3,78,2,4,2,1,0,22,4,22,3,2,20,3,2.3978952727983707,10,0,4,0.30083333333333334,0.19666666666666666
51,1,3,2,2,21,4,3,71,3,2,4,0,1,22,4,11,2,1,10,7,0.6931471805599453,0,0,3,0.31083333333333335,0.225
30,0,4,0,2,4,2,3,63,2,2,2,1,1,12,2,11,4,2,11,8,1.0986122886681098,7,0,3,0.31083333333333335,0.225
46,1,4,1,1,1,3,3,40,2,3,1,2,1,13,3,21,5,2,10,9,2.302585092994046,5,0,3,0.30083333333333334,0.19666666666666666
32,1,4,2,2,6,4,2,87,3,2,3,1,0,16,1,12,0,3,11,8,1.791759469228055,7,0,2,0.31083333333333335,0.225
24,0,1,1,2,3,2,1,33,3,2,3,0,0,21,1,4,2,2,3,2,0.0,2,0,3,0.31083333333333335,0.225
28,1,4,1,0,4,3,2,43,3,2,3,1,0,15,2,5,3,4,5,4,0.0,4,0,4,0.31083333333333335,0.225
58,1,4,2,2,10,4,4,37,3,4,3,0,0,13,3,28,1,2,20,10,0.6931471805599453,8,0,3,0.31083333333333335,0.225
44,1,4,1,0,23,3,2,67,3,2,2,4,0,12,3,17,3,4,3,2,0.6931471805599453,2,0,3,0.30083333333333334,0.19666666666666666
37,1,0,0,2,6,4,3,63,3,1,1,4,1,22,4,7,3,3,3,2,0.0,2,1,4,0.045,0.0375
32,1,5,2,2,1,1,4,71,3,1,1,1,0,13,4,1,2,3,1,0,0.0,0,0,3,0.30083333333333334,0.19666666666666666
34,0,1,2,2,6,4,1,41,3,2,3,1,0,14,3,16,3,3,16,11,1.0986122886681098,10,0,3,0.30083333333333334,0.19666666666666666
37,1,5,0,0,2,2,3,100,2,2,4,5,0,14,4,17,2,4,1,0,0.0,0,0,3,0.30083333333333334,0.013333333333333334
50,0,5,1,1,1,3,1,73,3,5,2,3,1,19,1,28,1,2,8,3,0.0,7,0,3,0.30083333333333334,0.013333333333333334
25,1,3,2,2,5,3,3,46,2,2,3,1,1,11,4,6,1,3,6,4,0.0,3,1,3,0.31083333333333335,0.225
25,1,4,1,2,7,1,4,64,2,1,4,1,0,11,3,2,2,3,2,2,1.0986122886681098,1,0,3,0.30083333333333334,0.013333333333333334
22,0,4,2,2,15,3,2,59,3,1,4,1,0,15,3,1,5,3,1,0,0.0,0,0,3,0.30083333333333334,0.19666666666666666
34,1,5,2,1,7,3,1,66,1,2,3,1,1,24,4,9,3,3,9,7,0.0,6,1,4,0.30083333333333334,0.19666666666666666
54,0,0,2,0,26,3,4,30,4,4,4,2,1,12,3,23,3,3,5,3,1.6094379124341003,4,0,3,0.045,0.0425
24,1,5,1,2,18,1,2,52,3,1,3,0,0,12,3,6,2,3,5,3,0.6931471805599453,2,0,3,0.30083333333333334,0.013333333333333334
34,0,5,0,2,6,4,3,45,2,2,2,6,0,15,3,12,3,3,1,0,0.0,0,0,3,0.30083333333333334,0.013333333333333334
37,1,5,2,2,3,3,3,87,3,3,4,2,0,12,1,12,3,3,5,3,0.6931471805599453,3,0,3,0.31083333333333335,0.225
34,0,4,2,2,5,3,3,45,2,3,1,2,0,12,4,14,6,3,11,10,1.791759469228055,8,0,3,0.30083333333333334,0.013333333333333334
36,0,5,0,2,3,2,1,39,3,1,4,5,0,22,1,7,2,3,1,0,0.0,0,0,4,0.30083333333333334,0.19666666666666666
43,1,5,1,1,26,2,3,92,3,4,4,1,1,12,4,25,3,4,20,11,1.6094379124341003,10,0,3,0.31083333333333335,0.0425
33,1,3,1,0,22,2,3,95,3,2,2,0,0,13,1,8,2,4,7,7,0.0,7,0,3,0.31083333333333335,0.225
51,1,5,2,2,6,3,1,51,3,5,3,7,0,13,3,23,5,3,20,11,2.3978952727983707,10,0,3,0.30083333333333334,0.19666666666666666
31,1,5,1,2,6,4,2,76,1,2,3,4,1,18,2,12,3,2,7,7,2.0794415416798357,7,1,2,0.31083333333333335,0.225
26,0,1,1,2,6,3,3,46,2,1,2,1,0,19,3,5,3,2,5,4,1.6094379124341003,3,0,3,0.30083333333333334,0.19666666666666666
58,0,4,1,2,23,4,4,94,3,3,4,1,0,12,4,28,3,2,20,10,2.3978952727983707,6,1,3,0.30083333333333334,0.19666666666666666
19,1,3,2,2,22,1,4,50,3,1,3,1,1,19,4,1,2,2,1,0,0.0,0,1,3,0.31083333333333335,0.0575
22,1,2,1,2,2,1,3,100,3,1,4,0,0,14,3,3,2,3,2,1,1.0986122886681098,1,0,3,0.30083333333333334,0.19666666666666666
49,0,4,1,2,20,4,3,96,3,2,1,1,0,14,3,16,2,2,15,11,1.791759469228055,10,0,3,0.30083333333333334,0.19666666666666666
43,0,4,2,1,28,3,2,72,4,1,3,4,0,12,4,18,2,3,3,2,0.6931471805599453,2,0,3,0.30083333333333334,0.19666666666666666
50,0,3,2,1,12,3,3,77,3,3,4,4,0,11,4,16,3,3,2,2,1.0986122886681098,1,0,3,0.31083333333333335,0.225
31,0,5,1,2,20,3,2,71,1,2,3,3,1,11,3,4,2,3,2,2,1.0986122886681098,2,1,2,0.31083333333333335,0.225
41,1,5,0,2,9,1,3,96,3,3,3,3,1,13,3,12,2,3,9,7,0.0,7,0,3,0.31083333333333335,0.225
26,0,5,1,2,25,1,3,61,3,1,3,1,0,23,4,8,3,3,8,7,1.791759469228055,7,0,4,0.045,0.0375
36,1,4,0,2,6,2,2,84,3,2,2,6,0,20,4,7,0,3,3,2,0.0,1,0,3,0.30083333333333334,0.19666666666666666
51,1,5,2,1,8,4,1,53,1,3,4,2,0,15,4,18,2,3,4,2,0.0,3,1,4,0.30083333333333334,0.013333333333333334
25,1,5,1,2,28,3,1,41,2,2,3,2,0,18,4,6,3,3,2,2,1.0986122886681098,2,0,2,0.31083333333333335,0.225
30,1,0,1,2,9,3,3,48,3,2,4,0,1,19,4,12,2,1,11,9,1.6094379124341003,7,0,3,0.045,0.0375
45,1,4,2,2,29,3,3,83,3,1,4,5,0,13,2,9,2,2,6,5,0.0,3,0,3,0.30083333333333334,0.03166666666666667
38,0,2,2,2,3,5,4,32,3,2,3,3,1,20,2,19,2,3,3,2,1.0986122886681098,2,0,4,0.30083333333333334,0.19666666666666666
30,0,5,2,2,18,3,1,75,3,1,3,1,0,14,3,5,4,2,5,4,0.0,4,0,3,0.30083333333333334,0.19666666666666666
30,0,2,0,2,5,3,4,84,3,1,1,5,0,14,4,8,3,3,3,2,1.0986122886681098,2,0,3,0.30083333333333334,0.19666666666666666
41,1,5,1,2,9,4,3,94,3,1,1,2,0,21,4,7,2,3,5,0,0.6931471805599453,4,0,4,0.30083333333333334,0.19666666666666666
19,0,4,2,2,3,1,2,79,3,1,2,1,0,14,4,1,3,3,1,0,0.0,0,0,3,0.30083333333333334,0.03166666666666667
35,1,3,1,2,1,5,3,94,3,3,2,1,0,13,1,10,3,3,10,8,0.0,6,0,3,0.31083333333333335,0.225
53,1,3,1,2,6,2,2,34,3,2,3,2,1,20,4,13,3,1,7,7,1.6094379124341003,5,0,2,0.31083333333333335,0.0575
45,1,5,0,2,9,3,2,60,3,2,2,8,0,18,3,20,2,1,17,9,0.0,10,0,3,0.30083333333333334,0.19666666666666666
32,0,3,2,1,8,3,2,43,3,3,4,1,0,14,4,9,2,3,9,8,1.3862943611198906,7,0,2,0.31083333333333335,0.225
29,1,2,1,0,1,1,4,41,3,2,3,1,0,13,1,10,1,3,10,7,0.0,9,0,3,0.30083333333333334,0.03166666666666667
58,0,4,1,2,9,3,2,75,2,1,2,4,1,20,2,9,3,2,1,0,0.0,0,0,4,0.30083333333333334,0.03166666666666667
40,1,3,1,2,4,4,3,67,2,3,4,7,0,11,1,15,2,2,12,11,1.0986122886681098,10,0,3,0.31083333333333335,0.225
34,0,3,1,1,2,4,3,75,3,1,3,6,0,18,4,6,3,3,4,3,0.6931471805599453,2,0,3,0.31083333333333335,0.0575
27,1,4,0,0,9,3,4,57,3,1,2,6,0,18,4,6,1,1,2,2,1.0986122886681098,2,0,3,0.30083333333333334,0.19666666666666666
28,1,4,1,2,21,3,3,42,3,1,4,1,0,11,3,5,2,1,5,2,0.0,2,0,3,0.30083333333333334,0.19666666666666666
57,1,5,0,2,24,2,3,83,4,3,4,3,1,16,2,12,2,1,5,3,0.6931471805599453,4,0,3,0.30083333333333334,0.19666666666666666
27,1,4,0,0,3,3,3,79,2,1,3,1,1,15,4,1,2,2,1,1,0.0,1,0,3,0.30083333333333334,0.03166666666666667
50,0,5,2,2,11,3,3,53,3,5,2,3,0,15,2,21,5,3,5,4,1.6094379124341003,4,0,3,0.30083333333333334,0.03166666666666667
41,1,5,0,2,14,3,1,56,3,1,3,4,0,12,1,13,2,3,9,8,0.6931471805599453,8,0,3,0.30083333333333334,0.19666666666666666
30,0,5,1,2,5,3,2,41,3,3,4,2,0,12,3,12,2,3,10,9,2.0794415416798357,4,0,2,0.31083333333333335,0.225
38,0,5,2,2,1,4,1,59,2,2,4,4,0,22,3,12,2,4,8,3,0.0,7,0,4,0.31083333333333335,0.225
32,1,5,2,2,6,5,3,43,3,1,3,3,0,20,1,8,2,3,5,4,0.6931471805599453,4,0,4,0.30083333333333334,0.19666666666666666
27,1,2,1,2,17,3,3,51,3,1,2,0,1,16,4,6,3,2,5,2,0.6931471805599453,1,0,3,0.30083333333333334,0.03166666666666667
19,0,2,2,1,1,1,3,100,1,1,1,0,0,21,1,1,5,4,1,0,0.0,0,1,4,0.31083333333333335,0.0575
36,1,4,2,1,3,2,4,30,3,1,2,4,0,12,3,13,3,2,8,7,2.0794415416798357,2,0,3,0.30083333333333334,0.03166666666666667
30,1,4,0,0,9,3,3,66,3,2,1,1,0,11,3,12,4,3,12,9,1.9459101490553132,10,0,3,0.30083333333333334,0.19666666666666666
45,0,5,0,2,4,2,3,30,3,2,1,4,1,11,1,9,3,4,5,4,0.0,3,0,3,0.31083333333333335,0.225
56,0,5,0,2,8,3,3,67,3,1,1,4,1,18,3,19,3,3,2,2,1.0986122886681098,2,0,3,0.30083333333333334,0.19666666666666666
33,1,5,2,2,2,3,3,90,3,1,4,0,0,14,1,4,2,4,3,1,0.0,2,0,3,0.30083333333333334,0.19666666666666666
19,1,5,2,2,2,3,2,47,2,1,4,1,0,22,3,1,3,2,1,0,0.6931471805599453,0,1,4,0.30083333333333334,0.19666666666666666
46,0,3,0,2,1,2,2,92,3,3,1,1,0,25,3,24,2,3,20,11,2.3978952727983707,7,0,2,0.31083333333333335,0.225
38,0,5,2,2,9,2,3,75,3,1,4,1,0,12,3,2,3,3,2,2,1.0986122886681098,1,0,3,0.30083333333333334,0.03166666666666667
34,0,4,2,2,27,2,4,95,3,1,2,2,0,15,4,9,3,3,3,2,0.6931471805599453,2,0,3,0.30083333333333334,0.19666666666666666
41,0,3,2,2,20,2,2,70,3,1,2,1,1,22,4,4,5,2,4,3,0.0,2,1,3,0.31083333333333335,0.0575
50,1,4,1,2,1,3,3,86,2,1,3,2,0,15,4,5,2,2,3,2,0.0,2,0,3,0.30083333333333334,0.19666666666666666
53,0,4,0,2,13,2,4,57,4,2,1,1,0,11,3,5,3,3,4,2,0.6931471805599453,3,0,3,0.30083333333333334,0.03166666666666667
33,0,4,1,2,14,3,4,72,3,1,2,1,0,13,4,8,5,3,8,7,0.6931471805599453,6,0,3,0.30083333333333334,0.19666666666666666
40,0,4,1,2,4,1,4,46,3,5,3,1,0,14,2,21,2,3,20,8,2.302585092994046,9,0,3,0.30083333333333334,0.19666666666666666
34,1,5,1,1,2,1,4,45,2,2,3,1,0,17,3,10,2,2,10,9,0.6931471805599453,9,0,3,0.30083333333333334,0.03166666666666667
51,0,4,2,2,3,3,4,98,3,4,2,3,0,18,3,21,6,3,7,7,0.6931471805599453,0,0,3,0.30083333333333334,0.19666666666666666
52,1,5,1,2,1,4,3,65,2,5,3,0,0,14,1,28,5,3,20,11,2.3978952727983707,9,0,3,0.30083333333333334,0.19666666666666666
27,0,4,2,2,9,3,4,99,3,1,2,1,0,16,4,7,2,2,7,7,0.0,3,0,3,0.30083333333333334,0.19666666666666666
35,1,5,1,2,23,2,2,50,2,2,3,3,1,13,1,8,1,3,1,0,0.0,1,1,3,0.30083333333333334,0.19666666666666666
43,1,4,0,0,7,3,4,37,4,1,4,4,0,14,4,7,3,4,5,4,1.0986122886681098,2,0,3,0.30083333333333334,0.03166666666666667
45,1,4,1,0,2,2,1,65,2,4,4,8,0,23,4,22,1,3,20,8,2.3978952727983707,8,0,3,0.30083333333333334,0.03166666666666667
37,1,5,1,2,21,3,2,65,4,1,1,1,1,12,1,8,3,2,8,7,0.6931471805599453,7,0,3,0.30083333333333334,0.19666666666666666
35,0,4,2,1,2,3,2,37,3,2,2,5,0,11,4,10,5,3,6,2,0.6931471805599453,2,0,3,0.30083333333333334,0.19666666666666666
42,0,4,0,0,21,2,3,36,3,2,3,2,0,16,2,11,5,3,5,3,0.0,2,0,3,0.30083333333333334,0.19666666666666666
38,1,5,1,2,2,4,4,88,3,2,3,8,0,14,2,14,3,3,1,0,0.0,0,0,3,0.30083333333333334,0.03166666666666667
38,1,2,1,2,29,3,4,54,3,2,4,3,0,18,1,9,3,1,7,7,0.6931471805599453,7,0,3,0.30083333333333334,0.03166666666666667
27,1,2,1,1,1,1,3,60,2,2,1,5,0,19,3,6,1,3,2,2,1.0986122886681098,0,0,3,0.30083333333333334,0.19666666666666666
49,1,5,0,0,18,4,4,92,3,2,4,1,1,15,1,7,0,3,7,7,0.6931471805599453,7,0,3,0.30083333333333334,0.03166666666666667
34,1,4,0,1,10,4,4,43,3,1,3,1,1,17,4,5,4,4,5,3,1.0986122886681098,0,0,3,0.30083333333333334,0.19666666666666666
40,1,4,1,2,19,2,3,99,3,2,4,8,1,15,3,15,2,4,7,2,1.3862943611198906,7,0,3,0.30083333333333334,0.19666666666666666
38,1,4,1,2,29,1,2,70,3,2,1,7,1,19,2,17,2,3,1,0,0.0,0,1,3,0.30083333333333334,0.03166666666666667
29,0,3,1,2,27,3,2,35,3,3,4,1,0,22,4,10,3,2,10,4,0.6931471805599453,9,1,2,0.31083333333333335,0.225
22,1,5,0,2,5,3,4,60,4,1,2,1,1,16,1,4,2,2,4,2,1.0986122886681098,2,0,3,0.30083333333333334,0.03166666666666667
36,0,4,2,1,18,1,2,73,3,1,4,1,0,13,1,8,2,3,8,1,0.6931471805599453,7,0,3,0.30083333333333334,0.19666666666666666
40,1,5,1,0,9,5,4,63,2,2,4,8,0,14,4,5,5,1,3,2,0.0,2,0,3,0.30083333333333334,0.03166666666666667
32,1,4,1,2,4,4,4,32,1,3,4,1,0,11,3,14,2,2,14,8,2.302585092994046,8,1,3,0.31083333333333335,0.225
27,0,5,2,1,20,3,4,90,3,2,3,1,0,14,4,7,2,3,7,7,0.0,7,0,3,0.31083333333333335,0.225
51,1,5,1,2,8,4,2,81,2,3,2,5,0,16,4,16,5,1,10,9,1.6094379124341003,7,0,3,0.016666666666666666,0.016666666666666666
41,0,5,2,2,6,3,4,75,3,3,4,3,1,18,3,16,3,3,1,0,0.0,0,0,3,0.31083333333333335,0.0425
30,0,3,2,1,26,4,3,52,2,2,1,5,0,15,3,9,5,2,6,3,0.0,1,1,3,0.31083333333333335,0.225
29,1,2,2,2,1,3,3,85,3,1,3,0,0,14,4,7,1,2,6,2,0.6931471805599453,5,1,3,0.30083333333333334,0.19666666666666666
45,0,4,2,0,6,3,4,57,2,3,4,6,0,12,4,23,2,3,19,7,2.3978952727983707,8,0,3,0.31083333333333335,0.225
54,0,3,1,2,3,3,4,52,3,2,1,2,0,14,4,16,4,3,6,2,0.0,5,0,3,0.31083333333333335,0.225
36,1,5,2,2,5,2,4,62,3,2,2,8,0,16,4,16,3,4,13,11,1.3862943611198906,7,0,3,0.30083333333333334,0.03166666666666667
37,1,1,0,1,11,3,2,47,3,3,4,1,1,14,3,10,1,3,10,8,0.0,7,0,3,0.30083333333333334,0.19666666666666666
31,1,4,1,0,1,4,3,90,1,2,3,0,0,12,4,6,2,3,5,4,0.6931471805599453,4,0,3,0.30083333333333334,0.19666666666666666
37,1,3,0,1,4,4,1,41,3,1,4,4,0,17,3,13,2,3,9,8,1.791759469228055,8,0,2,0.31083333333333335,0.0575
29,0,4,1,1,1,1,2,42,3,3,4,1,0,14,4,11,5,3,11,10,1.6094379124341003,1,0,2,0.31083333333333335,0.225
35,0,3,2,1,1,3,3,92,3,3,3,1,0,14,1,10,3,4,10,7,0.0,8,0,4,0.31083333333333335,0.225
29,1,4,2,2,18,1,3,86,2,1,4,1,1,13,3,4,3,2,4,3,0.0,1,1,3,0.30083333333333334,0.19666666666666666
52,0,5,2,2,2,3,3,89,2,1,4,7,0,15,2,6,3,2,2,2,1.0986122886681098,2,0,3,0.30083333333333334,0.03166666666666667
42,1,2,1,2,4,2,3,58,3,5,4,1,0,11,4,22,3,3,20,11,2.3978952727983707,10,0,3,0.30083333333333334,0.19666666666666666
59,1,4,1,2,6,2,2,52,3,1,3,8,0,17,4,7,2,2,2,2,1.0986122886681098,2,0,2,0.045,0.0375
50,0,4,0,2,1,4,4,68,3,5,4,3,0,11,3,28,3,2,7,0,0.0,6,0,3,0.31083333333333335,0.0425
33,1,4,1,2,14,3,3,58,3,1,4,5,1,13,3,8,2,1,5,4,0.0,4,1,3,0.30083333333333334,0.19666666666666666
43,0,3,1,2,16,3,4,80,3,4,4,5,1,22,3,22,3,3,17,11,0.6931471805599453,9,0,4,0.31083333333333335,0.0425
33,0,5,1,2,2,2,1,39,3,1,1,7,0,20,1,13,3,4,9,7,0.6931471805599453,7,1,3,0.30083333333333334,0.19666666666666666
